model,checkpoint_path,checkpoint_step,benchmark,pair_scope,target,differing_fields,count,mean,median,q10,q25,q75,q90,min,max
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, marriagestatus, farm, county, parish, district",82,0.5846558,0.5729364,0.039219495,0.2678248,0.96629184,0.9934942,0.0022521012,0.99918455
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, farm",59,0.97840136,0.9999291,0.99891794,0.99971926,0.99996483,0.9999759,0.4646595,0.9999845
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, marriagestatus, farm",57,0.9903645,0.99929607,0.9874765,0.9982161,0.9998704,0.9999337,0.6204769,0.99996364
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, marriagestatus",56,0.99992466,0.9999694,0.99980927,0.99993753,0.9999809,0.99998385,0.99944025,0.9999876
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, marriagestatus, farm, county, parish",53,0.84589523,0.97230434,0.48532704,0.85287845,0.9951683,0.9991872,0.004376532,0.9996137
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, farm, county, parish",52,0.9328527,0.99793875,0.7363938,0.9797612,0.9996923,0.99982905,0.23902707,0.9999596
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, marriagestatus",51,0.99988985,0.99997294,0.9997173,0.999932,0.9999813,0.9999858,0.9985721,0.99998856
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, farm, county, parish, district",50,0.8207869,0.9571142,0.36640164,0.7477936,0.99366015,0.9973764,0.0018605049,0.9996549
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,census_year,41,0.99998856,0.99998915,0.99998856,0.9999889,0.9999894,0.9999895,0.99996686,0.9999896
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, marriagestatus, farm, county, parish",38,0.8238931,0.9459938,0.62349766,0.7890042,0.9804255,0.9994007,0.0043430375,0.99982494
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, marriagestatus, farm, county, parish, district",36,0.60872155,0.71054405,0.11284156,0.34796035,0.8830746,0.9888259,0.0015591239,0.9963741
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, marriagestatus, farm, parish",35,0.96762663,0.99079984,0.9540225,0.98595035,0.9948834,0.99958277,0.62189233,0.99986374
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear",30,0.99998844,0.9999891,0.99998724,0.9999889,0.9999893,0.9999894,0.999977,0.9999896
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, farm",30,0.95709807,0.99992543,0.9598153,0.9998652,0.99995065,0.99996763,0.5551313,0.99997485
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, marriagestatus, farm",22,0.9607735,0.99893236,0.97959995,0.9936326,0.99954873,0.9997711,0.34562746,0.999962
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, farm, parish",22,0.9633284,0.9994447,0.9526384,0.996668,0.99986583,0.99992687,0.6229,0.9999535
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, farm, county, parish",21,0.9239644,0.990044,0.6464736,0.97220755,0.9984345,0.99917406,0.43440306,0.99993896
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, farm, county, parish, district",21,0.5906834,0.7965161,0.0027073554,0.01125431,0.98708004,0.99685526,0.0016603991,0.99846965
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, marriagestatus, farm, parish",20,0.94903755,0.9953146,0.90637386,0.95112085,0.99926436,0.9997924,0.44867158,0.9999608
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, county",15,0.9999085,0.9999212,0.9998216,0.99988174,0.99996364,0.9999762,0.9997298,0.9999833
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, farm",14,0.96285534,0.9999111,0.99932176,0.99951327,0.9999305,0.99996686,0.48292467,0.9999709
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, farm, county, parish",13,0.95714337,0.99399513,0.94869006,0.9723796,0.9947918,0.99899143,0.62113976,0.99991024
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, marriagestatus, county, parish",13,0.92697495,0.95521027,0.8277794,0.914795,0.9900096,0.9959201,0.64827746,0.9959617
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, farm, county, parish",13,0.97784686,0.9965423,0.9295849,0.96380955,0.99805033,0.99915195,0.9092568,0.9994906
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, farm, county",13,0.9996395,0.99973613,0.9990375,0.9996032,0.99986863,0.99990296,0.9987483,0.99995196
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, farm, county, parish, district",11,0.6820855,0.9082958,0.048174072,0.43654966,0.9830153,0.99350476,0.036201634,0.99737823
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, marriagestatus, farm, county",11,0.95545286,0.99202806,0.838376,0.95478344,0.99858046,0.99935406,0.7967216,0.9996797
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, marriagestatus, parish",10,0.98258865,0.9984249,0.927333,0.9975233,0.9990945,0.9996385,0.9064093,0.9998399
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, farm",6,0.99967146,0.9998815,0.9991864,0.99946666,0.99991655,0.9999465,0.99903476,0.99997437
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, marriagestatus, farm, district",6,0.99660844,0.99873817,0.9915365,0.997015,0.9991782,0.9995506,0.9866208,0.999788
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, marriagestatus, parish",6,0.9600158,0.94489545,0.93633187,0.94003737,0.9855781,0.9988202,0.93389654,0.99885046
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, parish",6,0.99986625,0.9999268,0.99971616,0.99981296,0.9999299,0.9999559,0.99965715,0.9999809
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, farm, parish",5,0.92111146,0.9999112,0.7641779,0.9965288,0.99991226,0.9999218,0.6092773,0.9999281
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, middle_name, status",5,0.9999878,0.99998915,0.9999856,0.9999865,0.99998915,0.9999892,0.999985,0.9999893
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, marriagestatus, county, parish",5,0.69201756,0.74701226,0.4394254,0.645986,0.77439433,0.9043439,0.30171832,0.9909769
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, farm, county, parish, district",4,0.5558226,0.6385596,0.19267555,0.46901304,0.72536916,0.8527802,0.008450536,0.93772095
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, county",4,0.99960667,0.9996294,0.9993277,0.9994071,0.99982893,0.99986744,0.9992748,0.99989307
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, marriagestatus, county",4,0.99719673,0.99795854,0.994698,0.99628973,0.99886554,0.9990861,0.99363685,0.9992331
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, marriagestatus, farm, district",4,0.98888946,0.98912424,0.9793477,0.98091054,0.99710315,0.9982433,0.9783059,0.99900335
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, county",4,0.99994457,0.9999517,0.99991,0.999936,0.9999603,0.9999735,0.9998927,0.99998224
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, farm, parish",4,0.62687194,0.6422965,0.24215868,0.2708215,0.9983469,0.99924546,0.22305012,0.99984455
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, middle_name, status, marriagestatus, farm",4,0.9968647,0.99823844,0.99292827,0.9954757,0.99962735,0.999702,0.99123,0.99975175
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, patronym, status, farm",4,0.58992434,0.589303,0.5783949,0.5796766,0.5995507,0.6019507,0.57754046,0.6035507
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, patronym, status, marriagestatus",4,0.9999438,0.9999523,0.9999201,0.9999381,0.99995804,0.9999606,0.9999082,0.99996233
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, marriagestatus, county",4,0.99757564,0.99741024,0.9958686,0.9963069,0.99867904,0.999415,0.9955765,0.9999056
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, parish",3,0.99402696,0.99938583,0.9860684,0.99106246,0.99967086,0.99984187,0.9827391,0.9999559
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, farm, county",3,0.999696,0.9997074,0.99964297,0.99966717,0.9997306,0.9997445,0.9996269,0.9997538
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, middle_name, status, farm",3,0.99991435,0.99992454,0.99986243,0.99988574,0.9999481,0.9999622,0.99984694,0.9999716
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, patronym",3,0.9999874,0.9999864,0.9999863,0.99998635,0.999988,0.999989,0.9999863,0.9999896
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, patronym, status",3,0.9999868,0.9999877,0.9999844,0.99998564,0.99998844,0.99998885,0.99998355,0.99998915
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, status, district",3,0.9999459,0.99995756,0.99992913,0.9999398,0.9999578,0.9999579,0.99992204,0.99995804
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, farm, district",2,0.9892771,0.9892771,0.98107827,0.9841528,0.9944014,0.997476,0.9790285,0.99952567
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, farm, parish",2,0.9995971,0.9995971,0.99931854,0.99942297,0.9997711,0.99987555,0.9992489,0.99994516
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, farm, parish, district",2,0.9993644,0.9993644,0.9993327,0.9993446,0.99938416,0.999396,0.9993248,0.99940395
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, middle_name, birthyear, status",2,0.99998766,0.99998766,0.99998695,0.99998724,0.9999881,0.9999884,0.99998677,0.99998856
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, middle_name, status, farm, county",2,0.9998294,0.9998294,0.99980235,0.99981254,0.99984634,0.9998565,0.9997956,0.99986327
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, middle_name, status, farm, county, parish, district",2,0.9957135,0.9957135,0.9930961,0.9940776,0.99734926,0.9983308,0.9924418,0.9989851
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, patronym, status, marriagestatus, farm",2,0.9919913,0.9919913,0.9913904,0.9916158,0.99236685,0.9925922,0.9912402,0.9927424
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, marriagestatus, farm",2,0.7911943,0.7911943,0.6243384,0.6869094,0.8954792,0.9580502,0.58262444,0.99976414
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, parish",2,0.99992204,0.99992204,0.99990565,0.9999118,0.9999323,0.9999384,0.99990153,0.99994254
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"status, farm, county, parish, district",2,0.98423755,0.98423755,0.9734328,0.9774845,0.9909905,0.9950423,0.97073156,0.9977435
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"status, marriagestatus, farm, county, parish",2,0.9821487,0.9821487,0.9681625,0.97340727,0.99089015,0.99613494,0.9646659,0.9996315
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"birthyear, farm, county, parish",1,0.9696613,0.9696613,0.9696613,0.9696613,0.9696613,0.9696613,0.9696613,0.9696613
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"birthyear, status, farm, county, parish",1,0.9976351,0.9976351,0.9976351,0.9976351,0.9976351,0.9976351,0.9976351,0.9976351
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"birthyear, status, marriagestatus, farm, county, parish, district",1,0.613941,0.613941,0.613941,0.613941,0.613941,0.613941,0.613941,0.613941
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, county",1,0.9999695,0.9999695,0.9999695,0.9999695,0.9999695,0.9999695,0.9999695,0.9999695
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, district",1,0.999954,0.999954,0.999954,0.999954,0.999954,0.999954,0.999954,0.999954
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, farm, parish, district",1,0.99958783,0.99958783,0.99958783,0.99958783,0.99958783,0.99958783,0.99958783,0.99958783
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, marriagestatus",1,0.9999492,0.9999492,0.9999492,0.9999492,0.9999492,0.9999492,0.9999492,0.9999492
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, parish",1,0.99992585,0.99992585,0.99992585,0.99992585,0.99992585,0.99992585,0.99992585,0.99992585
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, farm, district",1,0.9995127,0.9995127,0.9995127,0.9995127,0.9995127,0.9995127,0.9995127,0.9995127
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, birthyear, status, marriagestatus, farm, parish, district",1,0.9993181,0.9993181,0.9993181,0.9993181,0.9993181,0.9993181,0.9993181,0.9993181
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, middle_name",1,0.99998915,0.99998915,0.99998915,0.99998915,0.99998915,0.99998915,0.99998915,0.99998915
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, middle_name, birthyear, status, farm, county, parish",1,0.99503064,0.99503064,0.99503064,0.99503064,0.99503064,0.99503064,0.99503064,0.99503064
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, middle_name, birthyear, status, marriagestatus, farm",1,0.9962431,0.9962431,0.9962431,0.9962431,0.9962431,0.9962431,0.9962431,0.9962431
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, middle_name, birthyear, status, marriagestatus, farm, county, parish",1,0.90778714,0.90778714,0.90778714,0.90778714,0.90778714,0.90778714,0.90778714,0.90778714
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, patronym, birthyear",1,0.9999893,0.9999893,0.9999893,0.9999893,0.9999893,0.9999893,0.9999893,0.9999893
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,ice_id_people_200,all_pairs,True,"census_year, full_name, patronym, birthyear, status",1,0.9999896,0.9999896,0.9999896,0.9999896,0.9999896,0.9999896,0.9999896,0.9999896
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,False,"title, authors, venue, year",194420,0.071162924,0.010936848,0.00038422612,0.0018794767,0.059044912,0.22024006,4.2518455e-08,0.9891572
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,False,"title, authors, year",29146,0.11374573,0.026582433,0.0010296528,0.0048398054,0.12625375,0.3775731,4.3306892e-07,0.99047244
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,False,"title, authors, venue",22347,0.8602555,0.9734996,0.4967996,0.8503684,0.9948051,0.99856335,0.00028074847,0.99996674
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,False,"title, authors",3557,0.93895584,0.9929749,0.83305,0.9613344,0.99840766,0.99951,0.00411168,0.9999889
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,False,"title, venue, year",19,0.22805867,0.099647276,0.0098562725,0.066555426,0.27905935,0.7178508,0.005169327,0.759582
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,False,"title, year",4,0.73414356,0.77109444,0.5752041,0.6505889,0.85464907,0.86352235,0.5249475,0.8694378
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,False,title,3,0.9999469,0.99993336,0.99992096,0.9999256,0.99996144,0.9999783,0.99991786,0.9999895
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,False,year,2,0.92706263,0.92706263,0.91587424,0.92006993,0.9340553,0.938251,0.9130772,0.9410481
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,False,"title, venue",1,0.99997973,0.99997973,0.99997973,0.99997973,0.99997973,0.99997973,0.99997973,0.99997973
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,False,"venue, year",1,0.46270007,0.46270007,0.46270007,0.46270007,0.46270007,0.46270007,0.46270007,0.46270007
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,True,"title, authors, venue",228,0.9997826,0.9999371,0.9997884,0.99989724,0.99997056,0.9999796,0.9806927,0.9999862
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,True,"authors, venue",126,0.9998808,0.99992305,0.99981976,0.99988997,0.99995685,0.99998033,0.9979699,0.99998546
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,True,"title, venue",81,0.999951,0.99996984,0.9999006,0.9999304,0.99998176,0.999984,0.9996573,0.9999869
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_acm,cross_source,True,venue,65,0.999931,0.99993455,0.9998835,0.999912,0.9999496,0.9999805,0.9998474,0.99998534
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,False,"title, authors, venue, year",453344,0.6057639,0.7317368,0.03880147,0.23917806,0.95193875,0.98991823,3.991677e-07,0.99995387
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,False,"title, authors, venue",78303,0.6852421,0.84015614,0.10156705,0.4271462,0.97083056,0.9932767,1.8866942e-05,0.9999548
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,False,"title, authors, year",25012,0.73933,0.89347667,0.1837526,0.5631914,0.978789,0.99487036,0.00013867236,0.99994147
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,False,"title, authors",6455,0.81270695,0.9501423,0.3417519,0.74893993,0.9905927,0.99751556,0.0014154203,0.99995995
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,False,"title, year",66,0.8821031,0.9845978,0.57284737,0.9257286,0.99590415,0.9990382,0.043980792,0.99989927
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,False,"title, venue, year",33,0.8491636,0.99356174,0.25770974,0.96552104,0.99782795,0.999481,0.010792353,0.9998357
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,False,title,30,0.9976576,0.99955875,0.9913389,0.9990342,0.9997344,0.99985665,0.9841591,0.9999435
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,False,"title, venue",3,0.55793476,0.4084059,0.31940618,0.35278106,0.68832403,0.8562749,0.29715624,0.96824217
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,True,"title, authors, venue, year",334,0.9893201,0.99942386,0.987989,0.996976,0.99980223,0.9999065,0.023460802,0.9999746
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,True,"title, authors, venue",254,0.9908851,0.99972713,0.9912783,0.9985827,0.9999343,0.9999663,0.25145167,0.99998915
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,True,"authors, venue",158,0.9996335,0.9999538,0.99953663,0.9998418,0.99998283,0.9999876,0.98607033,0.9999889
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,True,"title, venue, year",116,0.9987136,0.9997612,0.99681574,0.99935055,0.99989766,0.99994594,0.9686036,0.99997985
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,True,"title, venue",91,0.9945706,0.9999529,0.99822634,0.9998633,0.9999713,0.99998295,0.6152373,0.9999895
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,True,"authors, venue, year",75,0.9978369,0.9996357,0.9960726,0.99841255,0.9998263,0.9998836,0.96175224,0.9999486
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,True,venue,67,0.99995595,0.9999889,0.99985373,0.9999541,0.99998933,0.9999895,0.9997578,0.9999896
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,True,"title, authors",15,0.99465305,0.999445,0.9957551,0.99765205,0.9996825,0.99993765,0.93605715,0.99997735
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,True,"venue, year",15,0.99972796,0.9997967,0.9995824,0.99968266,0.99985677,0.9998892,0.9989255,0.99997175
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,True,"title, authors, year",8,0.99916875,0.99985266,0.99748975,0.9987259,0.99995774,0.99996686,0.99697804,0.9999727
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,True,authors,3,0.99997854,0.9999795,0.9999684,0.9999726,0.9999849,0.9999882,0.99996567,0.99999034
default_wag,results/model_checkpoints/20260715_195803_seed1337_20005214_best_step1500.pt,1500,dblp_google_scholar,cross_source,True,title,3,0.9999637,0.9999727,0.99994093,0.99995285,0.999979,0.99998283,0.999933,0.99998534
